market,q,searches,zeros,deads,clicks,buys,concept,zero_rate,dead_rate,city_spread,coverage,deals_stocking,is_english,failure_class,thin_n,dead_nowhere,dead_same_city,dead_another_city,dead_cant_tell
FR,manuure,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massaage thai,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,massagethai,1,0,0,1,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,massagge sportif,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massaue duo,1,0,0,1,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,peintball,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,pioates,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,sprtmassage,1,0,0,1,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,plates,1,0,0,1,0,pilates,0.0,0.0,,plausible,0,True,BASELINE_still_40pct_dead,True,0,0,0,0
DE,ruckenmassage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,pieates,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,rücienmassage,1,0,0,1,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,pantball,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,massge duo,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,paintbull,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,paintbael,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,painntball,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,paentball,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,masuage dos,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,korting,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,backk massage,1,0,0,1,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,baek massage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,bick massage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,kart faaren,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,wimpernverlngerung,1,0,0,0,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,hircut,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,wimmpernverlängerung,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,bowliing,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,hairut,2,0,0,2,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,bowlng,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,hair couour,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,bowlong,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,karrt fahren,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,brunh,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,kart ahren,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,bunch,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,go karoing,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,buraer,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,fcial,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,inddian restaurant,1,0,0,0,0,dining_generic,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,massaage dos,1,0,0,0,0,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,indian restaurrant,1,0,0,0,0,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,personal traainer,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,yoga kkurs,1,0,0,1,1,yoga,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,pizza deel,1,0,0,0,0,dining_specific,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
ES,tappas,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,wimpernvorlängerung,1,0,0,0,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,pilaees,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,piilates,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,personal tainer,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,mancure,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,tinte elo,1,0,0,1,0,hair,0.0,0.0,,stocked,3,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,persona trainer,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,wimpernverlängeerung,1,0,0,1,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,maniure,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,manicurre,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
ES,tourciudad,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,bureer,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,faccial,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,boeling,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,eyelashextensions,1,0,0,0,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,couples massagge,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,coiefeur,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,cityitour,1,0,0,1,1,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,city tuur,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,coiffeeur,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,maniküue,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,city tor,2,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,city toour,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,bruuch,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,brunah,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,brnch,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,bowuing,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
DE,nackenmasage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,sushhi,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,bowing,1,0,0,0,0,bowling,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,couplesmassage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,manikre,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,crrossfit,1,0,0,0,0,crossfit,0.0,0.0,,plausible,0,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,eelash extensions,1,0,0,1,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,burrger,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,eyelasa extensions,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,escape rroom,1,0,0,0,0,escaperoom,0.0,0.0,,stocked,7,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,escape rooom,1,0,0,1,0,escaperoom,0.0,0.0,,stocked,7,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,kart fohren,1,0,0,1,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,escape rom,2,0,0,0,0,escaperoom,0.0,0.0,,stocked,7,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,eaelash extensions,1,0,0,1,0,lashes,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
FR,coach spoutif,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
GB,dep tissue massage,1,0,0,1,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,deep tissuue massage,1,0,0,1,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
GB,deep tissuo massage,1,0,0,0,0,massage,0.0,0.0,,stocked,27,False,BASELINE_still_40pct_dead,True,0,0,0,0
FR,coach spartif,1,0,0,1,1,massage,0.0,0.0,,stocked,24,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,thai masage,1,0,0,0,0,massage,0.0,0.0,,stocked,21,False,BASELINE_still_40pct_dead,True,0,0,0,0
DE,susi,1,0,0,0,0,unmapped,0.0,0.0,,absent,0,False,F1_silent_substitution,True,0,0,0,0
PL,zwiedzaniee miasta,1,0,0,0,0,citytour,0.0,0.0,,stocked,10,False,BASELINE_still_40pct_dead,True,0,0,0,0
